TF,EDGE_TYPE,ANALYSIS,TARGET,Log2FC,Pvalue,analysis_id,gene_id,gene_name,ANALYSIS_CUTOFF,ANALYSIS_METHOD,CONTROL,DATA_SOURCE/PUBLICATION,DOI,EXPERIMENT_TYPE,GENOTYPE,GROWTH_MEDIUM,GROWTH_PERIOD_DAYS,TECHNOLOGY/METHOD,TISSUE/SAMPLE,TREATMENTS,TREATMENT_TIME
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G16600,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G17540,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G17850,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G18290,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G18540,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G19250,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G22310,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G22380,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G22390,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G22520,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G22570,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G23000,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G23050,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G23240,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G23660,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G23870,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G24080,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G24150,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G24155,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G24200,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G25280,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G25350,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G25450,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G25910,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G26160,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G26670,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G27330,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G27400,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G28540,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G30495,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G35320,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G35970,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G37260,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G37300,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G37440,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G37540,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G38120,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G38690,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G39240,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G39610,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G39670,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G39850,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G40770,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G40790,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G40990,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G41590,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G42146,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G42900,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G43080,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G43290,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G43300,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G43630,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G43920,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G44210,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G44260,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G44565,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G44574,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G45630,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G46230,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G46250,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G46720,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G47160,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G47550,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G47830,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48070,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48250,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48310,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48490,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48570,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G48850,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G49330,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G49640,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G49730,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G49850,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G53160,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G53710,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G54190,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G54930,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G54960,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G55620,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G56030,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G56960,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G57110,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G57150,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G57565,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G57770,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
"('AT1G18330', '', '1065cdf7-8561-483c-b1ba-60adaad73431')",in vitro:Bound:ampDAP,3068,AT5G58070,,,3068,AT1G18330,EPR1,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,PCR amplified gDNA,None,
